issue_month,grade,purpose,total_cnt,bad_rate
2016-01-01,C,moving,56,23.214285714285715
2016-01-01,C,other,501,18.962075848303392
2016-01-01,C,small_business,84,19.047619047619047
2016-01-01,C,vacation,61,19.672131147540984
2016-01-01,D,credit_card,656,25.152439024390244
2016-01-01,D,debt_consolidation,2397,28.368794326241137
2016-01-01,D,home_improvement,223,29.14798206278027
2016-01-01,D,major_purchase,70,28.57142857142857
2016-01-01,D,medical,50,28.000000000000004
2016-01-01,D,other,240,27.500000000000004
2016-01-01,D,small_business,65,21.53846153846154
2016-01-01,D,vacation,33,30.303030303030305
2016-01-01,E,credit_card,349,38.68194842406877
2016-01-01,E,debt_consolidation,1664,35.21634615384615
2016-01-01,E,home_improvement,131,25.190839694656486
2016-01-01,E,major_purchase,49,30.612244897959183
2016-01-01,E,other,140,22.857142857142858
2016-01-01,E,small_business,55,49.09090909090909
2016-01-01,F,credit_card,56,44.642857142857146
2016-01-01,F,debt_consolidation,599,45.24207011686144
2016-01-01,F,home_improvement,45,37.77777777777778
2016-01-01,F,other,53,41.509433962264154
2016-01-01,F,small_business,30,16.666666666666664
2016-01-01,G,debt_consolidation,113,45.13274336283185
2016-02-01,A,car,93,6.451612903225806
2016-02-01,A,credit_card,2396,5.550918196994992
2016-02-01,A,debt_consolidation,3448,5.278422273781903
2016-02-01,A,home_improvement,536,3.544776119402985
2016-02-01,A,major_purchase,193,6.7357512953367875
2016-02-01,A,medical,66,7.575757575757576
2016-02-01,A,other,218,6.8807339449541285
2016-02-01,A,vacation,32,15.625
2016-02-01,B,car,125,15.2
2016-02-01,B,credit_card,3718,11.000537923614846
2016-02-01,B,debt_consolidation,6927,11.924353977190703
2016-02-01,B,home_improvement,734,12.26158038147139
2016-02-01,B,house,32,18.75
2016-02-01,B,major_purchase,241,12.863070539419086
2016-02-01,B,medical,126,15.873015873015872
2016-02-01,B,moving,48,10.416666666666668
2016-02-01,B,other,557,12.028725314183124
2016-02-01,B,small_business,67,10.44776119402985
2016-02-01,B,vacation,63,11.11111111111111
2016-02-01,C,car,106,13.20754716981132
2016-02-01,C,credit_card,2420,18.34710743801653
2016-02-01,C,debt_consolidation,6883,18.8289989830016
2016-02-01,C,home_improvement,651,17.20430107526882
2016-02-01,C,house,41,21.951219512195124
2016-02-01,C,major_purchase,238,20.168067226890756
2016-02-01,C,medical,140,22.142857142857142
2016-02-01,C,moving,76,18.421052631578945
2016-02-01,C,other,605,17.85123966942149
2016-02-01,C,small_business,126,23.809523809523807
2016-02-01,C,vacation,62,16.129032258064516
2016-02-01,D,car,45,22.22222222222222
2016-02-01,D,credit_card,738,27.91327913279133
2016-02-01,D,debt_consolidation,2921,28.551865799383773
2016-02-01,D,home_improvement,285,25.263157894736842
2016-02-01,D,major_purchase,79,25.31645569620253
2016-02-01,D,medical,64,34.375
2016-02-01,D,moving,41,26.82926829268293
2016-02-01,D,other,292,22.945205479452056
2016-02-01,D,small_business,70,27.142857142857142
2016-02-01,E,credit_card,354,32.7683615819209
2016-02-01,E,debt_consolidation,1742,34.50057405281286
2016-02-01,E,home_improvement,149,28.187919463087248
2016-02-01,E,house,32,37.5
2016-02-01,E,major_purchase,54,33.33333333333333
2016-02-01,E,other,183,38.25136612021858
2016-02-01,E,small_business,59,37.28813559322034
2016-02-01,F,credit_card,101,45.54455445544555
2016-02-01,F,debt_consolidation,680,45.44117647058823
2016-02-01,F,home_improvement,54,37.03703703703704
2016-02-01,F,other,63,46.03174603174603
2016-02-01,G,debt_consolidation,171,46.198830409356724
2016-02-01,G,other,30,40.0
2016-03-01,A,car,183,4.371584699453552
2016-03-01,A,credit_card,4125,4.654545454545454
2016-03-01,A,debt_consolidation,6489,5.162582832485745
2016-03-01,A,home_improvement,1135,3.9647577092511015
2016-03-01,A,house,30,0.0
2016-03-01,A,major_purchase,405,5.185185185185185
2016-03-01,A,medical,95,6.315789473684211
2016-03-01,A,moving,36,11.11111111111111
2016-03-01,A,other,576,5.208333333333334
2016-03-01,A,small_business,71,7.042253521126761
2016-03-01,A,vacation,52,17.307692307692307
2016-03-01,B,car,176,7.954545454545454
2016-03-01,B,credit_card,4595,12.143634385201306
2016-03-01,B,debt_consolidation,9682,12.104936996488329
2016-03-01,B,home_improvement,1182,10.236886632825719
2016-03-01,B,house,45,17.77777777777778
2016-03-01,B,major_purchase,381,13.385826771653544
2016-03-01,B,medical,193,16.580310880829018
2016-03-01,B,moving,71,14.084507042253522
2016-03-01,B,other,867,11.534025374855824
2016-03-01,B,small_business,148,11.486486486486488
2016-03-01,B,vacation,102,22.54901960784314
2016-03-01,C,car,136,15.441176470588236
2016-03-01,C,credit_card,3407,20.48723216906369
2016-03-01,C,debt_consolidation,9997,20.056016805041512
2016-03-01,C,home_improvement,1112,19.514388489208635
2016-03-01,C,house,64,20.3125
2016-03-01,C,major_purchase,370,15.135135135135137
2016-03-01,C,medical,200,23.5
2016-03-01,C,moving,118,21.1864406779661
2016-03-01,C,other,1037,18.611378977820635
2016-03-01,C,small_business,183,16.939890710382514
2016-03-01,C,vacation,141,23.404255319148938
2016-03-01,D,car,77,19.480519480519483
2016-03-01,D,credit_card,1252,27.95527156549521
2016-03-01,D,debt_consolidation,4935,27.537993920972642
2016-03-01,D,home_improvement,543,25.04604051565378
2016-03-01,D,house,53,16.9811320754717
2016-03-01,D,major_purchase,186,25.806451612903224
2016-03-01,D,medical,111,27.027027027027028
2016-03-01,D,moving,73,28.767123287671232
2016-03-01,D,other,605,20.49586776859504
2016-03-01,D,small_business,140,27.857142857142858
2016-03-01,D,vacation,60,30.0
2016-03-01,E,car,39,20.51282051282051
2016-03-01,E,credit_card,557,36.983842010771994
2016-03-01,E,debt_consolidation,2910,33.298969072164944
2016-03-01,E,home_improvement,261,29.50191570881226
2016-03-01,E,house,35,20.0
2016-03-01,E,major_purchase,88,32.95454545454545
2016-03-01,E,medical,54,33.33333333333333
2016-03-01,E,moving,37,37.83783783783784
2016-03-01,E,other,314,31.528662420382165
2016-03-01,E,small_business,89,42.69662921348314
2016-03-01,F,credit_card,173,38.72832369942196
2016-03-01,F,debt_consolidation,1129,40.30115146147033
2016-03-01,F,home_improvement,106,33.9622641509434
2016-03-01,F,major_purchase,32,50.0
2016-03-01,F,other,123,30.89430894308943
2016-03-01,F,small_business,52,48.07692307692308
2016-03-01,G,debt_consolidation,284,51.056338028169016
2016-03-01,G,other,39,46.15384615384615
2016-04-01,A,car,115,7.82608695652174
2016-04-01,A,credit_card,2346,5.4134697357203745
2016-04-01,A,debt_consolidation,3883,5.845995364408962
2016-04-01,A,home_improvement,790,4.936708860759493
2016-04-01,A,major_purchase,237,4.219409282700422
2016-04-01,A,medical,70,10.0
2016-04-01,A,other,459,4.57516339869281
2016-04-01,A,small_business,43,18.6046511627907
2016-04-01,A,vacation,33,6.0606060606060606
2016-04-01,B,car,122,11.475409836065573
2016-04-01,B,credit_card,2466,12.652068126520682
2016-04-01,B,debt_consolidation,5275,12.549763033175356
2016-04-01,B,home_improvement,693,10.822510822510822
2016-04-01,B,house,30,33.33333333333333
2016-04-01,B,major_purchase,231,14.285714285714285
2016-04-01,B,medical,95,10.526315789473683
2016-04-01,B,moving,56,23.214285714285715
2016-04-01,B,other,612,7.6797385620915035
2016-04-01,B,small_business,66,7.575757575757576
2016-04-01,B,vacation,68,8.823529411764707
2016-04-01,C,car,89,23.595505617977526
2016-04-01,C,credit_card,1970,18.527918781725887
2016-04-01,C,debt_consolidation,6060,20.0
2016-04-01,C,home_improvement,713,15.147265077138849
2016-04-01,C,house,46,21.73913043478261
2016-04-01,C,major_purchase,250,19.6
2016-04-01,C,medical,147,19.047619047619047
2016-04-01,C,moving,92,20.652173913043477
2016-04-01,C,other,840,16.666666666666664
2016-04-01,C,small_business,125,20.8
2016-04-01,C,vacation,102,21.568627450980394
2016-04-01,D,car,45,28.888888888888886
2016-04-01,D,credit_card,723,27.93914246196404
2016-04-01,D,debt_consolidation,3039,27.80519907864429
2016-04-01,D,home_improvement,330,22.12121212121212
2016-04-01,D,house,37,13.513513513513514
2016-04-01,D,major_purchase,117,24.786324786324787
2016-04-01,D,medical,70,28.57142857142857
2016-04-01,D,moving,64,23.4375
2016-04-01,D,other,422,25.59241706161137
2016-04-01,D,small_business,89,32.58426966292135
2016-04-01,D,vacation,47,17.02127659574468
2016-04-01,E,credit_card,264,29.545454545454547
2016-04-01,E,debt_consolidation,1376,33.13953488372093
2016-04-01,E,home_improvement,138,25.36231884057971
2016-04-01,E,major_purchase,45,40.0
2016-04-01,E,medical,30,36.666666666666664
2016-04-01,E,other,188,36.17021276595745
2016-04-01,E,small_business,43,34.883720930232556
2016-04-01,F,credit_card,70,41.42857142857143
2016-04-01,F,debt_consolidation,521,42.034548944337814
2016-04-01,F,home_improvement,46,34.78260869565217
2016-04-01,F,other,55,38.18181818181819
2016-04-01,G,debt_consolidation,210,50.95238095238095
2016-05-01,A,car,81,3.7037037037037033
2016-05-01,A,credit_card,1566,5.172413793103448
2016-05-01,A,debt_consolidation,2981,5.736330090573634
2016-05-01,A,home_improvement,617,4.376012965964344
2016-05-01,A,major_purchase,186,4.838709677419355
2016-05-01,A,medical,46,6.521739130434782
2016-05-01,A,other,249,2.4096385542168677
2016-05-01,A,small_business,46,13.043478260869565
2016-05-01,B,car,94,10.638297872340425
2016-05-01,B,credit_card,2096,11.975190839694656
2016-05-01,B,debt_consolidation,4828,12.116818558409278
2016-05-01,B,home_improvement,657,10.197869101978691
2016-05-01,B,major_purchase,202,11.881188118811881
2016-05-01,B,medical,114,16.666666666666664
2016-05-01,B,moving,43,18.6046511627907
2016-05-01,B,other,469,10.44776119402985
2016-05-01,B,small_business,63,15.873015873015872
2016-05-01,B,vacation,75,17.333333333333336
2016-05-01,C,car,75,24.0
2016-05-01,C,credit_card,1417,18.842625264643615
2016-05-01,C,debt_consolidation,4568,19.48336252189142
2016-05-01,C,home_improvement,534,20.037453183520597
2016-05-01,C,major_purchase,161,13.043478260869565
2016-05-01,C,medical,110,16.363636363636363
2016-05-01,C,moving,69,14.492753623188406
2016-05-01,C,other,580,15.517241379310345
2016-05-01,C,small_business,96,28.125
2016-05-01,C,vacation,77,18.181818181818183
2016-05-01,D,car,45,20.0
2016-05-01,D,credit_card,491,29.124236252545828
2016-05-01,D,debt_consolidation,2142,29.225023342670404
2016-05-01,D,home_improvement,255,23.52941176470588
2016-05-01,D,major_purchase,89,31.46067415730337
2016-05-01,D,medical,58,22.413793103448278
2016-05-01,D,moving,45,22.22222222222222
2016-05-01,D,other,328,25.304878048780488
2016-05-01,D,small_business,75,28.000000000000004
2016-05-01,D,vacation,57,19.298245614035086
2016-05-01,E,credit_card,200,34.0
2016-05-01,E,debt_consolidation,1095,33.97260273972603
2016-05-01,E,home_improvement,114,31.57894736842105
2016-05-01,E,major_purchase,45,44.44444444444444
2016-05-01,E,medical,30,30.0
2016-05-01,E,other,170,31.176470588235293
2016-05-01,E,small_business,58,43.103448275862064
2016-05-01,F,credit_card,76,39.473684210526315
2016-05-01,F,debt_consolidation,391,40.66496163682864
2016-05-01,F,home_improvement,44,31.818181818181817
2016-05-01,F,other,41,21.951219512195124
2016-05-01,G,debt_consolidation,108,39.81481481481482
2016-06-01,A,car,112,3.571428571428571
2016-06-01,A,credit_card,1785,5.434173669467787
2016-06-01,A,debt_consolidation,3125,5.4719999999999995
2016-06-01,A,home_improvement,773,5.433376455368694
2016-06-01,A,major_purchase,251,6.772908366533864
2016-06-01,A,medical,65,7.6923076923076925
2016-06-01,A,moving,30,6.666666666666667
2016-06-01,A,other,319,8.150470219435736
2016-06-01,A,small_business,34,2.941176470588235
2016-06-01,A,vacation,32,3.125
2016-06-01,B,car,153,10.457516339869281
2016-06-01,B,credit_card,2542,11.29032258064516
2016-06-01,B,debt_consolidation,6011,11.429046747629346
2016-06-01,B,home_improvement,961,10.718002081165452
2016-06-01,B,house,37,8.108108108108109
2016-06-01,B,major_purchase,333,9.60960960960961
2016-06-01,B,medical,136,13.23529411764706
2016-06-01,B,moving,105,12.380952380952381
2016-06-01,B,other,710,10.0
2016-06-01,B,small_business,77,11.688311688311687
2016-06-01,B,vacation,93,3.225806451612903
2016-06-01,C,car,106,8.49056603773585
2016-06-01,C,credit_card,1468,18.66485013623978
2016-06-01,C,debt_consolidation,5375,17.655813953488373
2016-06-01,C,home_improvement,753,17.264276228419657
2016-06-01,C,house,42,11.904761904761903
2016-06-01,C,major_purchase,248,15.725806451612904
2016-06-01,C,medical,180,16.666666666666664
2016-06-01,C,moving,104,15.384615384615385
2016-06-01,C,other,760,16.447368421052634
2016-06-01,C,small_business,121,13.223140495867769
2016-06-01,C,vacation,89,13.48314606741573
2016-06-01,D,credit_card,488,27.459016393442624
2016-06-01,D,debt_consolidation,2214,27.145438121047878
2016-06-01,D,home_improvement,263,21.292775665399237
2016-06-01,D,house,38,15.789473684210526
2016-06-01,D,major_purchase,77,23.376623376623375
2016-06-01,D,medical,78,25.64102564102564
2016-06-01,D,moving,46,26.08695652173913
2016-06-01,D,other,324,21.91358024691358
2016-06-01,D,small_business,68,42.64705882352941
2016-06-01,E,credit_card,179,36.87150837988827
2016-06-01,E,debt_consolidation,1009,34.093161546085234
2016-06-01,E,home_improvement,106,25.471698113207548
2016-06-01,E,other,129,27.906976744186046
2016-06-01,E,small_business,35,37.142857142857146
2016-06-01,F,credit_card,62,43.54838709677419
2016-06-01,F,debt_consolidation,450,42.0
2016-06-01,F,home_improvement,35,34.285714285714285
2016-06-01,F,other,49,42.857142857142854
2016-06-01,G,debt_consolidation,122,39.34426229508197
2016-07-01,A,car,88,10.227272727272728
2016-07-01,A,credit_card,1192,5.117449664429531
2016-07-01,A,debt_consolidation,1998,5.355355355355355
2016-07-01,A,home_improvement,455,4.615384615384616
2016-07-01,A,major_purchase,148,5.405405405405405
2016-07-01,A,other,174,6.321839080459771
2016-07-01,A,vacation,34,11.76470588235294
2016-07-01,B,car,160,7.5
2016-07-01,B,credit_card,2401,11.536859641815909
2016-07-01,B,debt_consolidation,6188,11.732385261797026
2016-07-01,B,home_improvement,863,11.239860950173812
2016-07-01,B,major_purchase,305,9.836065573770492
2016-07-01,B,medical,124,16.93548387096774
2016-07-01,B,moving,62,14.516129032258066
2016-07-01,B,other,653,10.10719754977029
2016-07-01,B,small_business,44,6.8181818181818175
2016-07-01,B,vacation,116,10.344827586206897
2016-07-01,C,car,122,11.475409836065573
2016-07-01,C,credit_card,1904,17.962184873949578
2016-07-01,C,debt_consolidation,7039,17.900269924705213
2016-07-01,C,home_improvement,751,16.511318242343542
2016-07-01,C,house,64,12.5
2016-07-01,C,major_purchase,248,17.741935483870968
2016-07-01,C,medical,175,19.428571428571427
2016-07-01,C,moving,120,13.333333333333334
2016-07-01,C,other,967,16.959669079627716
2016-07-01,C,small_business,139,19.424460431654676
2016-07-01,C,vacation,155,15.483870967741936
2016-07-01,D,car,49,8.16326530612245
2016-07-01,D,credit_card,623,22.953451043338685
2016-07-01,D,debt_consolidation,3281,25.693386162755257
2016-07-01,D,home_improvement,324,20.679012345679013
2016-07-01,D,house,39,28.205128205128204
2016-07-01,D,major_purchase,93,19.35483870967742
2016-07-01,D,medical,67,26.865671641791046
2016-07-01,D,moving,72,15.277777777777779
2016-07-01,D,other,447,23.042505592841163
2016-07-01,D,small_business,79,24.050632911392405
2016-07-01,D,vacation,44,9.090909090909092
2016-07-01,E,credit_card,192,33.85416666666667
2016-07-01,E,debt_consolidation,1210,32.892561983471076
2016-07-01,E,home_improvement,122,27.86885245901639
2016-07-01,E,other,161,33.54037267080746
2016-07-01,E,small_business,36,33.33333333333333
2016-07-01,F,credit_card,59,33.89830508474576
2016-07-01,F,debt_consolidation,504,43.65079365079365
2016-07-01,F,home_improvement,42,40.476190476190474
2016-07-01,F,other,58,37.93103448275862
2016-07-01,F,small_business,34,47.05882352941176
2016-07-01,G,debt_consolidation,129,42.63565891472868
2016-08-01,A,car,81,3.7037037037037033
2016-08-01,A,credit_card,1110,4.414414414414415
2016-08-01,A,debt_consolidation,1777,5.177265053460889
2016-08-01,A,home_improvement,375,5.6000000000000005
2016-08-01,A,major_purchase,131,2.2900763358778624
2016-08-01,A,medical,38,5.263157894736842
2016-08-01,A,other,164,5.487804878048781
2016-08-01,A,vacation,45,8.88888888888889
2016-08-01,B,car,163,11.042944785276074
2016-08-01,B,credit_card,3125,10.432
2016-08-01,B,debt_consolidation,7212,11.17581808097615
2016-08-01,B,home_improvement,912,9.978070175438598
2016-08-01,B,house,32,9.375
2016-08-01,B,major_purchase,298,9.395973154362416
2016-08-01,B,medical,139,10.79136690647482
2016-08-01,B,moving,79,7.59493670886076
2016-08-01,B,other,770,10.649350649350648
2016-08-01,B,small_business,81,18.51851851851852
2016-08-01,B,vacation,94,8.51063829787234
2016-08-01,C,car,119,14.285714285714285
2016-08-01,C,credit_card,1831,17.91370835608957
2016-08-01,C,debt_consolidation,6882,17.07352513804127
2016-08-01,C,home_improvement,802,16.458852867830423
2016-08-01,C,house,63,12.698412698412698
2016-08-01,C,major_purchase,279,12.186379928315413
2016-08-01,C,medical,137,18.97810218978102
2016-08-01,C,moving,123,21.138211382113823
2016-08-01,C,other,958,14.822546972860126
2016-08-01,C,small_business,114,21.052631578947366
2016-08-01,C,vacation,125,11.200000000000001
2016-08-01,D,car,41,21.951219512195124
2016-08-01,D,credit_card,662,24.018126888217523
2016-08-01,D,debt_consolidation,3259,25.099723841669224
2016-08-01,D,home_improvement,302,18.543046357615893
2016-08-01,D,house,45,35.55555555555556
2016-08-01,D,major_purchase,115,18.26086956521739
2016-08-01,D,medical,51,17.647058823529413
2016-08-01,D,moving,81,25.925925925925924
2016-08-01,D,other,449,24.276169265033406
2016-08-01,D,small_business,87,28.735632183908045
2016-08-01,D,vacation,37,27.027027027027028
2016-08-01,E,credit_card,187,31.550802139037433
2016-08-01,E,debt_consolidation,1313,30.540746382330543
2016-08-01,E,home_improvement,112,33.92857142857143
2016-08-01,E,major_purchase,42,42.857142857142854
2016-08-01,E,other,190,26.31578947368421
2016-08-01,E,small_business,36,27.77777777777778
2016-08-01,F,credit_card,74,32.432432432432435
2016-08-01,F,debt_consolidation,599,42.40400667779633
2016-08-01,F,home_improvement,45,24.444444444444443
2016-08-01,F,other,58,48.275862068965516
2016-08-01,G,debt_consolidation,148,50.67567567567568
2016-09-01,A,car,54,5.555555555555555
2016-09-01,A,credit_card,940,3.404255319148936
2016-09-01,A,debt_consolidation,1434,4.044630404463041
2016-09-01,A,home_improvement,330,3.3333333333333335
2016-09-01,A,major_purchase,91,0.0
2016-09-01,A,medical,59,3.389830508474576
2016-09-01,A,other,150,2.666666666666667
2016-09-01,B,car,113,7.079646017699115
2016-09-01,B,credit_card,1976,8.04655870445344
2016-09-01,B,debt_consolidation,4664,9.391080617495712
2016-09-01,B,home_improvement,655,8.244274809160306
2016-09-01,B,major_purchase,242,8.677685950413224
2016-09-01,B,medical,134,14.17910447761194
2016-09-01,B,moving,60,5.0
2016-09-01,B,other,486,9.25925925925926
2016-09-01,B,small_business,78,8.974358974358974
2016-09-01,B,vacation,60,10.0
2016-09-01,C,car,126,15.079365079365079
2016-09-01,C,credit_card,1593,16.698053986189578
2016-09-01,C,debt_consolidation,5685,15.145118733509236
2016-09-01,C,home_improvement,727,15.955983493810177
2016-09-01,C,house,46,8.695652173913043
2016-09-01,C,major_purchase,250,16.8
2016-09-01,C,medical,139,20.863309352517987
2016-09-01,C,moving,101,15.841584158415841
2016-09-01,C,other,833,12.605042016806722
2016-09-01,C,small_business,112,25.892857142857146
2016-09-01,C,vacation,94,14.893617021276595
2016-09-01,D,car,55,21.818181818181817
2016-09-01,D,credit_card,515,26.407766990291265
2016-09-01,D,debt_consolidation,2762,25.05430847212165
2016-09-01,D,home_improvement,274,19.708029197080293
2016-09-01,D,house,35,22.857142857142858
2016-09-01,D,major_purchase,106,20.754716981132077
2016-09-01,D,medical,53,16.9811320754717
2016-09-01,D,moving,48,20.833333333333336
2016-09-01,D,other,433,14.318706697459586
2016-09-01,D,small_business,70,24.285714285714285
2016-09-01,E,credit_card,160,30.0
2016-09-01,E,debt_consolidation,1044,30.45977011494253
2016-09-01,E,home_improvement,118,28.8135593220339
2016-09-01,E,major_purchase,45,35.55555555555556
2016-09-01,E,other,145,29.655172413793103
2016-09-01,E,small_business,39,35.8974358974359
2016-09-01,F,credit_card,46,36.95652173913043
2016-09-01,F,debt_consolidation,452,38.93805309734513
2016-09-01,F,home_improvement,35,34.285714285714285
2016-09-01,F,other,50,30.0
2016-09-01,G,debt_consolidation,102,50.0
2016-10-01,A,car,60,3.3333333333333335
2016-10-01,A,credit_card,1147,3.225806451612903
2016-10-01,A,debt_consolidation,2017,3.867129400099157
2016-10-01,A,home_improvement,421,4.275534441805226
2016-10-01,A,major_purchase,114,5.263157894736842
2016-10-01,A,medical,52,5.769230769230769
2016-10-01,A,other,222,3.153153153153153
2016-10-01,A,small_business,39,5.128205128205128
2016-10-01,A,vacation,41,2.4390243902439024
2016-10-01,B,car,137,8.02919708029197
2016-10-01,B,credit_card,2419,8.061182306738322
2016-10-01,B,debt_consolidation,5608,8.434379457917261
2016-10-01,B,home_improvement,844,7.819905213270142
2016-10-01,B,major_purchase,250,5.6000000000000005
2016-10-01,B,medical,175,9.142857142857142
2016-10-01,B,moving,72,11.11111111111111
2016-10-01,B,other,615,10.08130081300813
2016-10-01,B,small_business,84,15.476190476190476
2016-10-01,B,vacation,83,13.253012048192772
2016-10-01,C,car,135,6.666666666666667
2016-10-01,C,credit_card,1908,13.469601677148846
2016-10-01,C,debt_consolidation,6610,14.296520423600606
2016-10-01,C,home_improvement,795,14.465408805031446
2016-10-01,C,house,48,6.25
2016-10-01,C,major_purchase,260,11.923076923076923
2016-10-01,C,medical,168,16.071428571428573
2016-10-01,C,moving,97,16.49484536082474
2016-10-01,C,other,810,12.222222222222221
2016-10-01,C,small_business,115,15.65217391304348
2016-10-01,C,vacation,92,14.130434782608695
2016-10-01,D,car,52,25.0
2016-10-01,D,credit_card,608,23.026315789473685
2016-10-01,D,debt_consolidation,3093,20.142256708697058
2016-10-01,D,home_improvement,312,19.230769230769234
2016-10-01,D,major_purchase,101,29.7029702970297
2016-10-01,D,medical,62,20.967741935483872
2016-10-01,D,moving,53,22.641509433962266
2016-10-01,D,other,460,18.26086956521739
2016-10-01,D,small_business,77,22.07792207792208
2016-10-01,E,credit_card,156,28.205128205128204
2016-10-01,E,debt_consolidation,1132,26.060070671378092
2016-10-01,E,home_improvement,98,28.57142857142857
2016-10-01,E,other,139,15.107913669064748
2016-10-01,F,credit_card,61,40.98360655737705
2016-10-01,F,debt_consolidation,347,35.44668587896253
2016-10-01,F,home_improvement,33,27.27272727272727
2016-10-01,F,other,54,31.48148148148148
2016-10-01,G,debt_consolidation,97,37.11340206185567
2016-11-01,A,car,60,5.0
2016-11-01,A,credit_card,1270,3.149606299212598
2016-11-01,A,debt_consolidation,1976,4.352226720647773
2016-11-01,A,home_improvement,409,3.1784841075794623
2016-11-01,A,major_purchase,109,6.422018348623854
2016-11-01,A,medical,66,4.545454545454546
2016-11-01,A,other,197,3.5532994923857872
2016-11-01,A,small_business,31,6.451612903225806
2016-11-01,A,vacation,32,3.125
2016-11-01,B,car,126,4.761904761904762
2016-11-01,B,credit_card,2722,9.074210139603233
2016-11-01,B,debt_consolidation,6138,9.156076898012381
2016-11-01,B,home_improvement,802,7.231920199501247
2016-11-01,B,major_purchase,254,9.05511811023622
2016-11-01,B,medical,159,12.578616352201259
2016-11-01,B,moving,48,14.583333333333334
2016-11-01,B,other,666,7.3573573573573565
2016-11-01,B,small_business,111,11.711711711711711
2016-11-01,B,vacation,104,9.615384615384617
2016-11-01,C,car,94,9.574468085106384
2016-11-01,C,credit_card,2166,14.635272391505078
2016-11-01,C,debt_consolidation,7219,14.198642471256406
2016-11-01,C,home_improvement,788,14.213197969543149
2016-11-01,C,house,51,13.725490196078432
2016-11-01,C,major_purchase,240,14.583333333333334
2016-11-01,C,medical,186,13.440860215053762
2016-11-01,C,moving,104,9.615384615384617
2016-11-01,C,other,895,13.29608938547486
2016-11-01,C,small_business,102,21.568627450980394
2016-11-01,C,vacation,81,11.11111111111111
2016-11-01,D,car,43,23.25581395348837
2016-11-01,D,credit_card,692,23.699421965317917
2016-11-01,D,debt_consolidation,3328,21.033653846153847
2016-11-01,D,home_improvement,289,17.647058823529413
2016-11-01,D,major_purchase,129,16.27906976744186
2016-11-01,D,medical,51,11.76470588235294
2016-11-01,D,moving,39,25.64102564102564
2016-11-01,D,other,417,17.74580335731415
2016-11-01,D,small_business,68,22.058823529411764
2016-11-01,E,credit_card,172,33.72093023255814
2016-11-01,E,debt_consolidation,1138,29.876977152899826
2016-11-01,E,home_improvement,107,27.102803738317753
2016-11-01,E,major_purchase,35,31.428571428571427
2016-11-01,E,other,141,30.49645390070922
2016-11-01,E,small_business,32,28.125
2016-11-01,F,credit_card,30,23.333333333333332
2016-11-01,F,debt_consolidation,270,44.81481481481481
2016-11-01,F,other,35,37.142857142857146
2016-11-01,G,debt_consolidation,79,44.303797468354425
2016-12-01,A,car,91,1.098901098901099
2016-12-01,A,credit_card,1307,4.284621270084163
2016-12-01,A,debt_consolidation,2149,3.5365286179618427
2016-12-01,A,home_improvement,441,4.535147392290249
2016-12-01,A,major_purchase,136,4.411764705882353
2016-12-01,A,medical,77,6.493506493506493
2016-12-01,A,other,229,5.240174672489083
2016-12-01,A,small_business,47,0.0
2016-12-01,A,vacation,44,4.545454545454546
2016-12-01,B,car,132,9.848484848484848
2016-12-01,B,credit_card,2642,7.834973504920514
2016-12-01,B,debt_consolidation,5815,8.564058469475494
2016-12-01,B,home_improvement,770,7.532467532467532
2016-12-01,B,house,37,10.81081081081081
2016-12-01,B,major_purchase,284,9.507042253521126
2016-12-01,B,medical,160,8.125
2016-12-01,B,moving,68,7.352941176470589
2016-12-01,B,other,700,7.142857142857142
2016-12-01,B,small_business,104,7.6923076923076925
2016-12-01,B,vacation,129,9.30232558139535
2016-12-01,C,car,125,8.799999999999999
2016-12-01,C,credit_card,2132,14.49343339587242
2016-12-01,C,debt_consolidation,7205,14.614850798056905
2016-12-01,C,home_improvement,774,12.661498708010335
2016-12-01,C,house,56,23.214285714285715
2016-12-01,C,major_purchase,281,13.87900355871886
2016-12-01,C,medical,170,10.588235294117647
2016-12-01,C,moving,96,14.583333333333334
2016-12-01,C,other,1005,11.741293532338307
2016-12-01,C,small_business,167,12.574850299401197
2016-12-01,C,vacation,128,14.84375
2016-12-01,D,car,50,14.000000000000002
2016-12-01,D,credit_card,802,22.194513715710723
2016-12-01,D,debt_consolidation,3697,20.719502299161483
2016-12-01,D,home_improvement,323,20.743034055727556
2016-12-01,D,house,39,17.94871794871795
2016-12-01,D,major_purchase,138,26.08695652173913
2016-12-01,D,medical,76,22.36842105263158
2016-12-01,D,moving,53,20.754716981132077
2016-12-01,D,other,526,18.44106463878327
2016-12-01,D,small_business,127,24.409448818897637
2016-12-01,D,vacation,31,22.58064516129032
2016-12-01,E,credit_card,218,28.899082568807337
2016-12-01,E,debt_consolidation,1284,26.401869158878505
2016-12-01,E,home_improvement,118,27.966101694915253
2016-12-01,E,major_purchase,48,25.0
2016-12-01,E,other,160,25.0
2016-12-01,E,small_business,39,33.33333333333333
2016-12-01,F,credit_card,49,40.816326530612244
2016-12-01,F,debt_consolidation,418,34.92822966507177
2016-12-01,F,home_improvement,35,37.142857142857146
2016-12-01,F,other,57,26.31578947368421
2016-12-01,G,debt_consolidation,127,42.51968503937008
2017-01-01,A,car,69,2.898550724637681
2017-01-01,A,credit_card,1407,2.8429282160625444
2017-01-01,A,debt_consolidation,2179,2.569986232216613
2017-01-01,A,home_improvement,441,2.7210884353741496
